Date,Store_ID,Product_Category,Sales,Promotion,Holiday,Customers,Temperature,Rainfall,Discount_Percentage,Stock_Available
2037-08-30,S002,Electronics,10045.35,0,0,494,32.7,24.5,2.9,1260
2037-09-27,S002,Clothing,17171.89,0,1,693,31.3,6.8,4.3,1478
2037-10-04,S002,Clothing,12386.51,0,0,544,35.8,7.9,3.1,1322
2037-10-11,S002,Electronics,9758.47,0,0,331,33.5,6.7,0.1,1100
2037-10-18,S002,Beauty,14401.92,0,0,653,25.7,8.2,3.5,1616
2037-11-08,S002,Beauty,14659.06,1,0,520,32.7,11.1,13.9,1704
2037-12-13,S002,Electronics,8243.46,0,0,425,23.7,4.8,0.0,1240
2038-01-24,S002,Beauty,17712.89,1,0,740,30.5,4.0,6.1,1573
2038-02-07,S002,Grocery,14943.06,1,0,566,24.8,8.3,16.4,1535
2038-03-14,S002,Electronics,12536.8,0,0,495,33.8,5.5,3.6,1392
2038-03-28,S002,Clothing,15475.2,1,0,627,30.9,4.3,12.9,1672
2038-07-11,S002,Electronics,11443.87,0,0,514,35.3,4.0,3.8,1217
2038-07-25,S002,Electronics,10742.89,0,0,532,25.1,9.3,3.1,1314
2038-08-29,S002,Home,12445.12,0,0,489,35.0,3.1,3.7,1284
2038-09-12,S002,Home,16190.43,1,0,673,34.3,12.0,18.4,1631
2038-10-31,S002,Beauty,17043.74,1,0,646,34.0,16.2,15.3,1727
2038-11-07,S002,Beauty,19488.6,0,1,828,31.3,3.2,2.6,1481
2038-11-21,S002,Beauty,17841.06,1,0,626,26.7,2.2,9.5,1624
2038-12-19,S002,Home,12900.92,0,0,583,33.1,16.3,3.0,1281
2039-01-30,S002,Electronics,19576.61,0,1,801,30.1,4.1,0.9,1465
2039-03-20,S002,Clothing,18977.69,1,0,700,28.9,5.3,16.9,1540
2039-04-03,S002,Beauty,10372.86,0,0,468,33.6,13.9,2.0,1296
2039-04-17,S002,Beauty,12393.85,0,0,567,31.4,13.7,4.6,1243
2039-06-05,S002,Beauty,18805.21,1,0,543,23.8,5.0,28.8,1472
2039-06-12,S002,Electronics,10233.75,0,0,402,27.5,15.7,4.1,1329
2039-07-24,S002,Beauty,18418.24,1,0,673,31.1,6.5,25.8,1586
2039-08-14,S002,Electronics,18873.24,0,1,810,29.5,4.3,1.3,1535
2039-10-09,S002,Electronics,11254.24,0,0,466,31.0,9.9,2.9,1301
2039-11-06,S002,Beauty,16654.05,1,0,736,31.6,5.4,9.0,1661
2039-11-20,S002,Grocery,16738.97,0,1,652,31.8,11.8,2.1,1519
2039-12-18,S002,Electronics,15283.72,1,0,596,30.0,4.3,23.3,1650
2040-01-15,S002,Grocery,9910.66,0,0,456,28.6,3.2,3.2,1099
2040-01-22,S002,Home,17436.25,1,0,690,27.1,11.4,10.5,1595
2040-05-13,S002,Grocery,20372.26,1,1,900,29.4,23.4,7.6,1738
2040-07-08,S002,Home,15758.25,0,1,764,26.6,24.6,2.9,1290
2040-07-22,S002,Beauty,10758.83,0,0,563,31.1,8.5,2.9,1498
2040-08-26,S002,Beauty,8397.82,0,0,342,34.9,9.3,1.3,1409
2040-10-28,S002,Home,15656.95,0,0,674,35.8,5.4,1.5,1420
2040-12-23,S002,Grocery,8539.75,0,0,336,30.2,16.2,3.6,1339
2040-12-30,S002,Grocery,9144.14,0,0,403,24.3,8.2,1.8,1143
2041-01-13,S002,Home,12415.49,0,0,495,31.1,1.3,2.3,1373
2041-01-27,S002,Clothing,12167.76,0,0,565,34.1,6.3,0.5,1492
2041-02-10,S002,Electronics,10250.25,0,0,423,42.0,5.0,3.7,1439
2041-05-12,S002,Beauty,14866.83,0,1,703,20.7,8.1,2.7,1423
2041-06-09,S002,Home,13291.06,1,0,601,30.6,6.4,14.9,1529
2041-10-06,S002,Beauty,17083.49,0,1,749,27.7,23.5,2.1,1406
2041-11-03,S002,Home,15401.01,1,0,668,27.2,15.0,20.2,1599
2041-11-17,S002,Home,11925.05,0,0,518,30.4,7.5,3.6,1377
2042-01-12,S002,Electronics,19813.06,1,0,701,30.9,5.0,28.8,1810
2042-02-23,S002,Clothing,13639.85,1,0,550,34.0,3.2,19.6,1674
2042-06-08,S002,Clothing,18182.01,1,0,634,27.8,14.1,17.4,1585
2042-06-15,S002,Beauty,13674.74,1,0,436,31.3,8.5,23.6,1502
2042-07-06,S002,Grocery,12606.63,0,0,503,35.2,3.4,2.6,1335
2042-09-28,S002,Home,19082.76,1,0,728,23.6,11.1,21.4,1534
2042-11-09,S002,Grocery,17434.93,1,0,734,22.1,16.3,10.8,1643
2042-12-21,S002,Electronics,8198.94,0,0,373,30.4,8.9,2.8,1040
2042-12-28,S002,Beauty,16288.03,1,0,590,24.9,7.3,14.9,1629
2043-01-18,S002,Home,18405.02,1,0,722,29.5,1.3,12.2,1591
2043-02-01,S002,Grocery,15795.45,0,1,636,25.3,7.7,1.0,1435
2024-01-21,S003,Home,11943.66,0,0,540,35.0,18.5,1.6,1159
2024-02-18,S003,Electronics,16008.88,1,0,641,23.2,19.1,29.1,1727
2024-02-25,S003,Grocery,10573.05,0,0,400,26.3,11.0,4.7,1192
2024-03-03,S003,Home,16608.15,1,0,666,36.3,5.0,11.8,1606
2024-03-24,S003,Clothing,17517.46,1,0,697,28.8,14.9,16.5,1742
2024-06-30,S003,Beauty,9483.92,0,0,436,27.8,9.4,4.0,1395
2024-07-07,S003,Grocery,11828.37,0,0,543,27.8,3.1,2.4,1255
2024-08-04,S003,Beauty,11685.75,0,0,362,34.9,1.8,1.2,1555
2024-09-01,S003,Home,11187.83,0,0,547,34.7,13.7,0.0,1140
2024-09-15,S003,Electronics,12066.89,0,0,538,27.9,6.0,0.3,1334
2025-01-19,S003,Beauty,16226.79,1,0,711,31.2,16.2,14.2,1623
2025-09-21,S003,Grocery,19603.41,1,0,779,33.0,0.8,16.8,1909
2025-09-28,S003,Beauty,10836.23,0,0,409,32.7,8.5,3.5,1181
2025-10-12,S003,Electronics,12280.22,0,0,420,29.3,24.1,3.1,1162
2025-10-19,S003,Electronics,15424.35,1,0,605,32.7,10.9,15.9,1883
2025-11-02,S003,Electronics,16628.54,1,0,520,35.2,11.8,27.6,1477
2026-01-18,S003,Grocery,10269.38,0,0,531,33.5,1.2,0.1,1325
2026-02-01,S003,Clothing,17251.07,1,0,754,26.4,4.2,13.0,1686
2026-02-08,S003,Clothing,13303.44,0,0,515,33.8,6.8,4.3,1285
2026-02-22,S003,Home,16372.11,1,0,617,35.9,14.7,6.1,1608
2026-03-08,S003,Clothing,12202.35,0,0,550,29.1,0.2,4.0,1444
2026-04-05,S003,Beauty,10679.2,0,0,492,28.1,14.3,0.1,1334
2026-05-17,S003,Clothing,17163.1,0,1,729,18.0,9.7,3.5,1436
2026-07-05,S003,Electronics,11565.09,0,0,431,26.2,2.8,2.5,1317
2026-08-02,S003,Clothing,16247.37,1,0,632,34.5,6.2,19.3,1672
2026-08-09,S003,Electronics,12799.88,0,0,570,25.6,6.1,4.9,1419
2026-11-01,S003,Home,9707.04,0,0,528,29.7,12.8,0.9,1352
2026-12-20,S003,Electronics,9678.1,0,0,431,32.2,20.5,3.9,1284
2027-01-24,S003,Beauty,13262.17,0,0,529,31.2,6.9,1.0,1225
2027-01-31,S003,Grocery,17130.28,0,1,758,23.4,1.1,0.9,1536
2027-02-28,S003,Electronics,17119.12,1,0,652,25.5,3.1,29.2,1650
2027-03-21,S003,Beauty,11539.93,0,0,487,32.4,17.3,3.0,1146
2027-05-23,S003,Electronics,23125.97,1,1,885,22.4,8.9,17.1,1697
2027-06-27,S003,Home,13103.88,0,0,572,24.7,11.8,4.5,1339
2027-08-22,S003,Home,11122.11,0,0,528,24.4,10.5,2.3,1146
2027-10-03,S003,Grocery,17264.43,1,0,696,32.2,5.9,14.9,1694
2027-10-10,S003,Electronics,18528.74,1,0,824,34.8,7.9,22.3,1687
2027-11-14,S003,Home,16588.13,1,0,637,28.4,12.6,16.8,1581
2027-12-12,S003,Beauty,12307.81,0,0,562,30.1,4.9,0.2,1250
2027-12-26,S003,Clothing,18531.73,1,0,717,27.4,0.2,18.6,1677
2028-01-16,S003,Beauty,14245.18,0,1,705,30.2,14.6,1.4,1245
2028-01-30,S003,Clothing,12125.31,0,0,486,28.6,8.6,0.3,1215
2028-02-13,S003,Grocery,10249.79,0,0,478,26.1,27.0,4.1,1223
2028-02-20,S003,Clothing,15973.75,1,0,604,29.2,5.6,16.3,1687
2028-04-09,S003,Home,16580.15,1,0,800,34.6,1.8,9.7,1650
2028-05-21,S003,Clothing,16399.73,1,0,724,28.8,5.1,8.0,1751
2028-08-13,S003,Grocery,12646.55,0,0,455,23.9,0.9,4.9,1187
2028-09-03,S003,Electronics,11519.27,0,0,496,30.1,0.9,0.5,1081
2028-09-10,S003,Grocery,10318.55,0,0,402,30.9,7.7,3.0,1287
2028-09-17,S003,Clothing,15718.72,1,0,584,32.8,7.9,5.6,1490
2028-10-15,S003,Home,14136.4,1,0,643,36.5,5.7,6.5,1776
2028-11-12,S003,Home,13635.41,0,0,475,32.2,2.0,4.8,1439
2028-11-26,S003,Beauty,17732.77,1,0,732,29.0,18.8,22.3,1630
2029-01-07,S003,Grocery,12380.83,0,0,465,31.2,4.9,1.2,1144
2029-03-11,S003,Grocery,16881.74,1,0,691,26.5,3.1,12.6,1722
2029-04-08,S003,Clothing,16028.81,1,0,632,29.5,2.9,9.9,1618
2029-04-15,S003,Electronics,23898.95,1,1,877,32.3,11.8,22.3,1721
2029-04-29,S003,Beauty,9750.68,0,0,463,33.4,0.8,0.1,1352
2029-05-06,S003,Electronics,18709.39,1,0,631,36.6,6.4,16.7,1682
2029-05-13,S003,Electronics,12680.6,0,0,592,34.3,28.3,1.5,1476
2029-07-15,S003,Clothing,11214.77,0,0,487,28.8,13.5,4.8,1397
2029-07-29,S003,Electronics,9513.56,0,0,407,31.6,18.7,2.3,1184
2029-09-16,S003,Clothing,10509.86,0,0,532,27.6,0.5,2.1,1342
2029-11-04,S003,Clothing,12426.51,0,0,487,30.3,12.7,3.4,1243
2029-12-23,S003,Beauty,15143.66,1,0,513,31.8,11.9,15.1,1513
2030-01-27,S003,Home,11360.17,0,0,432,33.4,15.4,1.4,1386
2030-02-17,S003,Electronics,10720.24,0,0,339,27.6,6.3,1.3,1373
2030-04-07,S003,Clothing,21550.34,1,0,753,33.4,0.6,26.8,1708
2030-05-05,S003,Beauty,10658.95,0,0,528,25.8,12.0,0.4,1273
2030-07-28,S003,Clothing,15703.48,1,0,546,28.4,13.4,20.0,1537
2030-08-25,S003,Electronics,18212.02,1,0,700,26.2,2.9,13.4,1435
2030-10-27,S003,Home,9561.64,0,0,598,32.1,2.8,1.5,1480
2031-01-19,S003,Home,9270.79,0,0,438,32.8,2.3,3.4,1318
2031-03-02,S003,Clothing,11503.86,0,0,527,22.5,7.9,4.2,1153
2031-03-16,S003,Electronics,19105.75,1,0,666,31.7,3.6,17.6,1663
2031-08-17,S003,Electronics,18434.22,1,0,591,33.0,6.9,29.7,1507
2031-09-07,S003,Clothing,18640.47,1,0,581,31.1,3.4,24.5,1668
2032-02-22,S003,Clothing,17219.38,1,0,636,30.9,6.7,14.2,1746
2032-04-25,S003,Beauty,10686.39,0,0,430,27.2,21.5,0.3,1314
2032-05-23,S003,Grocery,12471.96,0,0,460,30.2,8.2,1.1,1159
2032-06-27,S003,Electronics,18795.65,1,0,767,26.5,4.4,18.0,1941
2032-07-04,S003,Clothing,12247.62,0,0,506,28.5,1.8,3.4,1164
2032-07-25,S003,Beauty,11767.75,0,0,561,29.1,0.9,2.0,1304
2032-08-22,S003,Home,10160.09,0,0,484,26.3,8.1,2.6,1329
2032-10-10,S003,Beauty,12511.57,0,0,438,30.1,5.2,0.8,1353
2032-10-24,S003,Beauty,16081.33,0,1,458,33.5,4.8,2.0,1319
2032-12-19,S003,Electronics,19172.31,1,0,733,20.0,5.1,14.9,1723
2033-02-06,S003,Electronics,15264.44,0,0,572,25.4,16.1,5.0,1396
2033-04-24,S003,Grocery,11733.86,0,0,544,30.0,12.8,1.1,1390
2033-05-08,S003,Home,17517.24,1,0,643,31.8,8.1,29.6,1702
2033-07-10,S003,Beauty,19329.65,1,0,765,30.8,2.8,16.0,1820
2033-08-28,S003,Clothing,18031.28,0,1,797,27.6,12.0,1.1,1497
2033-09-04,S003,Grocery,10359.69,0,0,464,25.6,23.6,1.0,1306
2033-10-16,S003,Clothing,18074.96,1,0,695,35.6,5.3,22.9,1708
2033-11-20,S003,Home,9751.82,0,0,478,37.2,11.1,2.1,1099
2033-12-18,S003,Beauty,10882.02,0,0,507,34.9,14.6,2.8,1280
2034-01-15,S003,Grocery,9423.76,0,0,453,36.4,18.8,4.1,1424
2034-04-02,S003,Beauty,10257.22,0,0,533,31.8,12.1,0.0,1382
2034-04-16,S003,Beauty,17270.78,1,0,670,25.4,6.7,20.4,1586
2034-04-23,S003,Beauty,18654.06,0,1,725,23.3,1.7,3.0,1562
2034-07-23,S003,Beauty,23721.9,1,1,917,23.3,15.8,15.4,1805
2034-09-03,S003,Clothing,18505.48,1,0,726,38.7,5.7,21.1,1829
2034-11-12,S003,Home,9322.92,0,0,489,23.7,12.3,3.3,1173
2034-12-03,S003,Clothing,12457.75,0,0,423,29.7,16.1,4.2,1224
2034-12-24,S003,Grocery,12655.22,0,0,492,32.0,7.9,4.4,1084
2034-12-31,S003,Beauty,11112.38,0,0,426,36.0,9.3,2.5,1213
2035-03-18,S003,Clothing,13018.76,0,0,421,29.1,11.8,0.9,1302
2035-07-08,S003,Beauty,14736.79,1,0,629,22.9,9.8,9.3,1676
2035-08-05,S003,Beauty,9876.19,0,0,444,31.8,10.5,3.0,1293
2035-08-12,S003,Grocery,10736.94,0,0,497,34.4,11.6,1.0,1233
2035-10-07,S003,Home,21894.38,1,1,935,24.9,8.4,9.9,1750
2035-10-21,S003,Home,10259.37,0,0,448,31.2,16.4,3.4,1363
2036-02-24,S003,Electronics,17370.47,1,0,652,28.5,3.4,18.0,1566
2036-05-04,S003,Grocery,12143.17,0,0,495,30.5,7.6,3.3,1311
2036-05-25,S003,Electronics,11036.72,0,0,456,29.6,5.9,0.7,1321
2036-07-06,S003,Clothing,17268.33,1,0,740,33.9,23.5,10.8,1800
2036-08-24,S003,Home,14157.0,0,1,676,29.7,33.4,4.2,1283
2036-09-21,S003,Home,10322.9,0,0,455,32.7,14.0,0.6,1236
2036-09-28,S003,Home,10474.95,0,0,565,26.3,12.3,1.0,1437
2036-11-09,S003,Clothing,18273.17,0,1,758,32.0,1.5,2.9,1448
2036-12-28,S003,Electronics,10020.03,0,0,456,27.5,2.7,0.4,1478
2037-02-15,S003,Home,14775.21,1,0,660,32.0,23.6,10.0,1548
2037-03-22,S003,Beauty,19759.13,1,0,643,23.0,8.6,16.4,1482
2037-06-07,S003,Home,10231.53,0,0,421,27.7,15.5,4.7,1081
2037-06-14,S003,Home,12154.55,0,0,527,25.3,3.0,3.3,1399
2037-07-26,S003,Home,11350.93,0,0,523,37.4,9.7,3.4,1378
2037-09-06,S003,Electronics,17274.75,0,1,804,26.8,5.1,3.1,1500
2037-09-13,S003,Home,12342.28,0,0,483,29.8,2.2,2.5,1292
2037-10-25,S003,Home,11064.44,0,0,586,35.5,9.3,2.1,1399
2037-11-01,S003,Clothing,8796.61,0,0,462,31.3,9.0,2.8,1262
2037-12-20,S003,Home,9140.35,0,0,545,31.4,16.9,4.6,1307
2038-04-11,S003,Grocery,11556.2,0,0,434,30.9,5.9,1.4,1286
2038-04-18,S003,Home,12214.59,0,0,545,33.6,3.4,4.2,1304
2038-04-25,S003,Electronics,20018.98,1,0,636,28.8,2.4,25.0,1698
2038-05-02,S003,Clothing,18097.36,1,0,645,35.2,1.2,16.0,1482
2038-05-16,S003,Beauty,10985.75,0,0,462,30.8,5.8,0.7,1307
2038-06-13,S003,Beauty,13083.67,0,0,535,27.4,4.9,4.7,1469
2038-06-20,S003,Clothing,11660.33,0,0,438,26.7,8.1,1.8,1197
2038-06-27,S003,Electronics,17444.54,1,0,642,25.7,1.2,10.5,1768
2038-08-01,S003,Home,9858.78,0,0,477,30.3,14.4,3.2,1349
2038-08-08,S003,Grocery,7078.05,0,0,343,24.8,18.3,3.1,1183
2038-12-05,S003,Grocery,16651.99,1,0,687,38.2,7.7,28.5,1779
2039-01-09,S003,Beauty,10657.4,0,0,442,34.3,11.4,4.9,1373
2039-02-27,S003,Electronics,9766.85,0,0,458,32.8,10.2,0.4,1305
2039-04-24,S003,Grocery,9563.57,0,0,445,22.1,2.0,1.5,1097
2039-05-01,S003,Grocery,16875.98,1,0,623,30.2,2.6,8.5,1550
2039-05-08,S003,Clothing,12760.23,0,0,639,37.6,4.8,3.9,1364
2039-05-15,S003,Home,20625.43,1,0,722,26.2,13.4,23.2,1750
2039-06-19,S003,Clothing,9814.52,0,0,277,32.4,1.9,0.0,1171
2039-06-26,S003,Clothing,18891.26,0,1,703,27.5,3.7,2.8,1491
2039-10-16,S003,Beauty,11063.92,0,0,482,30.9,2.7,0.3,1319
2039-12-11,S003,Electronics,11378.5,0,0,468,31.5,18.7,3.6,1370
2040-01-29,S003,Clothing,11032.91,0,0,493,31.5,6.4,0.1,1277
2040-02-05,S003,Grocery,8147.64,0,0,431,31.2,24.5,3.5,1247
2040-04-01,S003,Electronics,17393.03,1,0,679,33.5,3.8,12.9,1621
2040-04-15,S003,Electronics,18226.5,1,0,727,33.3,9.1,11.8,1744
2040-04-22,S003,Electronics,17140.8,0,1,708,29.7,7.2,0.8,1574
2040-06-03,S003,Grocery,15539.32,1,0,512,25.5,11.4,7.4,1763
2040-06-24,S003,Grocery,11194.02,0,0,569,34.9,5.2,1.7,1226
2040-07-15,S003,Electronics,12718.4,0,0,421,39.9,15.0,2.5,1242
2040-07-29,S003,Home,17538.39,1,0,602,35.1,20.4,26.0,1597
2040-09-09,S003,Clothing,12068.06,0,0,501,33.5,14.7,0.5,1287
2040-11-11,S003,Beauty,12774.1,0,0,572,26.7,4.5,1.9,1220
2040-12-02,S003,Beauty,17526.78,1,0,507,27.9,2.8,18.1,1520
2040-12-09,S003,Grocery,17544.89,1,0,601,35.4,15.9,25.2,1713
2041-03-31,S003,Home,17000.6,1,0,683,22.9,10.6,7.5,1733
2041-04-07,S003,Beauty,10506.26,0,0,479,27.5,2.2,2.0,1279
2041-05-26,S003,Beauty,18951.36,1,0,740,26.7,1.0,22.3,1700
2041-06-23,S003,Electronics,10160.31,0,0,507,29.5,6.1,1.1,1404
2041-06-30,S003,Home,11483.21,0,0,470,28.2,5.5,1.1,1404
2041-07-28,S003,Beauty,8261.2,0,0,358,27.1,17.6,3.9,1062
2041-08-25,S003,Grocery,17013.55,1,0,544,26.0,11.4,17.0,1515
2041-09-22,S003,Home,15684.07,0,1,614,35.7,2.5,4.4,1393
2041-09-29,S003,Beauty,16255.8,1,0,646,24.1,0.7,15.4,1598
2041-11-24,S003,Clothing,15810.45,1,0,615,38.2,13.2,17.2,1642
2042-01-26,S003,Beauty,14416.17,1,0,655,26.1,7.6,6.3,1589
2042-02-02,S003,Home,11263.46,0,0,521,35.2,20.0,3.1,1302
2042-02-09,S003,Electronics,12253.76,0,0,536,32.7,9.8,2.2,1389
2042-02-16,S003,Grocery,10989.53,0,0,484,27.8,7.3,0.4,1397
2042-03-30,S003,Electronics,16470.25,1,0,669,31.9,1.5,9.8,1686
2042-05-18,S003,Home,19410.49,1,0,776,25.8,8.1,25.0,1841
2042-06-29,S003,Home,18248.12,1,0,659,30.7,10.2,17.5,1624
2042-10-05,S003,Electronics,11841.02,0,0,522,25.1,11.3,2.0,1467
2042-10-12,S003,Clothing,14644.53,0,0,632,30.6,6.7,4.8,1521
2042-10-19,S003,Home,14555.76,0,0,636,26.4,9.1,2.1,1133
2042-11-16,S003,Electronics,11742.96,0,0,457,32.6,2.5,1.2,1225
2042-11-23,S003,Clothing,11040.2,0,0,432,33.2,6.1,3.7,1231
2042-12-14,S003,Grocery,13169.34,0,0,509,26.6,17.0,3.9,1411
2043-01-04,S003,Grocery,23715.57,1,1,911,22.8,6.4,29.1,1885
2043-03-01,S003,Clothing,5835.49,0,0,326,30.7,15.3,2.1,1223
2024-01-07,S004,Home,9433.81,0,0,413,29.8,4.7,1.5,1226
2024-03-17,S004,Grocery,8442.33,0,0,464,29.0,23.6,3.6,1254
2024-04-14,S004,Clothing,11284.69,0,0,478,38.9,19.8,4.8,1082
2024-04-28,S004,Beauty,18846.4,1,0,624,31.2,6.2,20.7,1730
2024-05-19,S004,Home,9456.62,0,0,505,25.3,7.1,1.8,1204
2024-06-09,S004,Clothing,12610.33,0,0,527,27.6,10.6,2.2,1337
2024-07-21,S004,Home,11168.15,0,0,460,25.6,16.1,3.2,1278
2024-07-28,S004,Grocery,16150.69,1,0,661,30.9,10.0,16.9,1607
2024-08-11,S004,Electronics,8229.3,0,0,383,27.9,7.1,3.7,1297
2024-08-18,S004,Grocery,16304.18,1,0,696,27.1,3.8,10.3,1627
2024-10-13,S004,Clothing,14254.05,0,0,449,31.6,5.2,1.2,1237
2024-10-27,S004,Clothing,9625.32,0,0,591,26.6,23.7,2.6,1303
2024-12-15,S004,Grocery,8678.83,0,0,481,27.7,12.4,1.6,1182
2024-12-22,S004,Home,12510.69,0,0,459,29.9,27.0,3.4,1200
2024-12-29,S004,Beauty,9815.21,0,0,422,26.4,9.9,1.4,1332
2025-01-05,S004,Grocery,18930.69,1,0,546,26.3,6.8,28.3,1430
2025-02-02,S004,Electronics,17446.27,1,0,754,21.0,13.5,18.0,1590
2025-02-16,S004,Electronics,15572.48,0,1,629,27.6,8.7,3.3,1623
2025-03-09,S004,Grocery,17739.54,1,0,725,28.0,4.3,15.2,1799
2025-04-06,S004,Home,12084.44,0,0,474,31.5,11.4,3.8,990
2025-04-27,S004,Grocery,18582.02,0,1,785,33.1,5.1,1.9,1486
2025-05-04,S004,Grocery,19334.19,1,0,743,30.9,5.0,20.3,1593
2025-06-29,S004,Beauty,14676.17,1,0,611,28.3,19.7,12.6,1719
2025-07-06,S004,Clothing,9432.24,0,0,421,27.7,10.8,1.7,1450
2025-07-13,S004,Electronics,15233.98,0,1,628,31.3,8.9,2.8,1415
2025-09-14,S004,Home,12536.19,0,0,543,27.1,14.2,0.5,1183
2025-12-07,S004,Beauty,11237.37,0,0,518,30.4,3.5,1.1,1228
2025-12-21,S004,Grocery,11547.31,0,0,529,29.5,7.8,4.6,1116
2026-01-25,S004,Beauty,19090.3,1,0,701,28.2,14.5,27.6,1837
2026-05-03,S004,Grocery,12025.47,0,0,563,25.4,11.1,1.8,1321
2026-05-31,S004,Clothing,10545.96,0,0,413,23.5,11.6,0.5,1115
2026-06-14,S004,Beauty,10241.88,0,0,408,33.1,10.3,2.9,1278
2026-07-19,S004,Beauty,11375.74,0,0,432,33.7,1.8,2.0,1108
2026-08-16,S004,Electronics,10068.44,0,0,579,26.7,6.5,4.4,1567
2026-09-27,S004,Grocery,17808.74,0,1,649,31.4,8.9,0.4,1455
2026-10-04,S004,Electronics,13866.52,0,0,540,27.7,3.1,2.6,1350
2026-10-11,S004,Beauty,11430.99,0,0,532,22.7,21.3,4.8,1187
2026-10-18,S004,Home,10451.18,0,0,423,31.1,19.1,3.5,1210
2026-10-25,S004,Clothing,18871.09,1,0,746,22.4,3.3,7.7,1785
2026-11-15,S004,Home,20450.68,1,0,643,37.9,1.9,29.5,1674
2027-01-03,S004,Grocery,16756.78,0,1,744,31.1,4.3,3.5,1428
2027-03-14,S004,Beauty,9104.2,0,0,434,36.1,24.2,0.1,1273
2027-04-04,S004,Beauty,13581.79,0,0,506,29.2,8.0,1.5,1341
2027-05-02,S004,Electronics,13515.14,0,0,502,25.0,1.9,2.5,1289
2027-05-09,S004,Home,9994.39,0,0,398,31.3,5.4,0.7,1396
2027-07-25,S004,Clothing,11179.22,0,0,478,28.1,4.5,3.1,1270
2027-09-12,S004,Beauty,12202.07,0,0,563,23.9,5.5,2.3,1323
2027-09-26,S004,Beauty,18862.43,1,0,642,28.2,10.9,28.6,1529
2027-10-31,S004,Electronics,11413.05,0,0,425,34.6,5.5,3.8,1264
2027-12-05,S004,Clothing,16430.6,0,1,622,28.0,9.1,4.2,1313
2028-01-02,S004,Electronics,15498.47,0,1,684,31.8,6.8,1.0,1493
2028-01-09,S004,Beauty,9619.09,0,0,407,26.1,5.3,1.6,1154
2028-01-23,S004,Clothing,18598.18,0,1,609,31.8,1.2,2.7,1312
2028-02-27,S004,Clothing,12559.06,0,0,447,32.4,10.6,1.2,1239
2028-03-05,S004,Electronics,10302.15,0,0,518,30.6,1.3,2.3,1326
2028-04-16,S004,Clothing,25350.66,1,1,1054,28.7,20.5,27.5,2022
2028-05-28,S004,Beauty,9784.77,0,0,439,26.9,13.7,1.9,1484
2028-06-18,S004,Grocery,16961.75,1,0,628,27.8,9.8,19.7,1451
2028-06-25,S004,Electronics,17254.96,1,0,693,30.8,9.9,7.2,1711
2028-07-23,S004,Grocery,15459.24,1,0,578,28.7,14.3,19.0,1670
2028-09-24,S004,Clothing,13698.17,0,0,626,24.9,10.9,4.8,1474
2028-10-08,S004,Beauty,12414.36,0,0,445,30.8,16.3,3.9,1327
2028-10-29,S004,Clothing,11596.88,0,0,519,37.3,12.1,2.2,1255
2028-11-05,S004,Electronics,19460.83,1,0,735,33.1,5.9,22.2,1683
2029-01-28,S004,Grocery,15053.25,0,1,678,22.2,1.4,2.2,1598
2029-02-11,S004,Clothing,14111.48,1,0,623,22.7,16.7,11.4,1822
2029-03-04,S004,Beauty,12256.21,0,0,494,31.7,19.0,0.2,1198
2029-04-01,S004,Home,17025.95,1,0,599,32.3,13.6,22.9,1512
2029-06-10,S004,Electronics,20101.24,1,0,687,32.3,0.9,21.6,1617
2029-07-01,S004,Clothing,17909.65,1,0,605,25.4,13.9,9.8,1476
2029-07-22,S004,Beauty,11188.61,0,0,425,25.2,10.2,1.2,1171
2029-08-19,S004,Electronics,18102.24,0,1,886,27.0,1.4,2.1,1590
2029-08-26,S004,Clothing,18487.11,0,1,725,34.2,5.3,1.4,1459
2029-09-23,S004,Home,13539.44,0,0,565,32.0,29.7,0.9,1246
2029-11-11,S004,Electronics,20120.16,1,0,690,28.4,10.6,15.9,1562
2029-11-25,S004,Grocery,15564.74,0,1,657,29.8,3.8,2.2,1289
2030-06-02,S004,Home,16840.99,1,0,565,35.3,4.3,13.6,1642
2030-06-23,S004,Grocery,19502.17,1,0,662,31.8,18.2,17.4,1665
2030-07-07,S004,Beauty,11544.74,0,0,460,27.2,19.5,3.8,1491
2030-07-21,S004,Grocery,11017.07,0,0,481,23.0,1.8,2.6,1405
2030-08-04,S004,Beauty,8601.88,0,0,384,30.6,18.6,0.9,1301
2030-10-13,S004,Grocery,10710.69,0,0,491,28.0,5.7,1.6,1336
2030-11-03,S004,Clothing,16358.04,1,0,608,33.9,10.3,8.1,1600
2030-12-01,S004,Beauty,15075.58,0,1,670,26.9,5.1,0.0,1176
2030-12-08,S004,Clothing,9687.6,0,0,378,35.3,11.2,3.0,1270
2030-12-15,S004,Home,14491.73,0,0,576,25.2,3.6,4.6,1363
2030-12-29,S004,Beauty,15490.88,1,0,629,33.6,24.5,25.9,1465
2031-01-12,S004,Grocery,18491.38,1,0,719,28.4,3.6,5.6,1655
2031-01-26,S004,Home,11107.23,0,0,413,39.1,7.0,1.6,1434
2031-02-16,S004,Beauty,17992.2,0,1,711,22.5,10.2,4.6,1406
2031-03-23,S004,Clothing,24693.74,1,1,987,30.7,7.2,19.0,1833
2031-05-11,S004,Clothing,11920.46,0,0,428,33.3,18.1,3.2,1181
2031-08-24,S004,Grocery,12288.47,0,0,481,35.5,15.3,2.0,1139
2031-10-05,S004,Grocery,11328.6,0,0,433,33.1,5.2,4.6,1231
